reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
12,"007519646","WA","http://www.onesteel.com","Form galvanised steel sheeting into rectangular sections and cut to requested lengths.","544378","6165","50007519646","WA","WA0558","2299","2001/2002","ATM Precision Tube Kwinana","Naval Base","Other Fabricated Metal Product Manufacturing n.e.c.",115.773889,-32.208333,"LEATH RD","ONESTEEL TRADING PTY LIMITED"
12,"007519646","VIC","http://www.onesteel.com","Fabricating steel tube from strips. Rust protection by oil spray coating. Cutting product to length.","530492","3020","50007519646","VIC","00004835","2229","2001/2002","ATM Precision Tube Sunshine","Sunshine","Other Structural Metal Product Manufacturing",144.81588,-37.762547,"219-229 ST ALBANS RD","ONESTEEL TRADING PTY LIMITED"
12,"007519646","QLD","http://www.onesteel.com","Distributes structural steel (beam and pipe), steel plate and merchant bar to the construction, engineering and manufacturing sectors. Some processing, including cutting and drilling of product to customer requirements.","509194","4108","50007519646","QLD","Q049OST002 ","2229","2003/2004","One Steel Steel and Tube Coopers Plains","Coopers Plains","Other Structural Metal Product Manufacturing",153.025334,-27.568276,"692 BOUNDARY RD","ONESTEEL TRADING PTY LIMITED"
8,"007519646","NSW","http://www.onesteel.com","Convert steel strip into large pipe and structural products for infra structure (Oil and Gas Pipe line activities) or construction projects.","493640","2526","50007519646","NSW","756","2122","2001/2002","OneSteel Oil & Gas Kembla Grange","Kembla Grange","Steel Pipe and Tube Manufacturing",150.807678,-34.470417,"West Dapto Road","ONESTEEL TRADING PTY LIMITED"
9,"007519646","SA",null,"Distributes structural steel (beam and pipe), steel plate and merchant bar to the construction, engineering and manufacturing sectors. Some processing, including cutting and drilling of product to customer requirements","517934","5015","50007519646","SA","SA0236","2229","2003/2004","OneSteel Steel &Tube","Port Adelaide","Other Structural Metal Product Manufacturing",138.503611,-34.858056,"13 Webb Street","ONESTEEL TRADING PTY LIMITED"
12,"007519646","NSW","http://www.onesteel.com","Distributes structural steel (beam and pipe), steel plate and merchant bar to the construction, engineering and manufacturing sectors. Some processing, including cutting and drilling of product to customer requirements.","495966","2164","50007519646","NSW","942","2229","2003/2004","OneSteel Steel and Tube Wetherill Park","Wetherill Park","Other Structural Metal Product Manufacturing",150.905567,-33.846209,"374 Victoria Street","ONESTEEL TRADING PTY LIMITED"
12,"007519646","WA","http://www.onesteel.com","Distributes structural steel (beam and pipe), steel plate and merchant bar to the construction, engineering and manufacturing sectors. Some processing, including cutting and drilling of product to customer requirements.","546020","6163","50007519646","WA","WA0721","2229","2003/2004","OneSteel Trading","Bibra Lake","Other Structural Metal Product Manufacturing",115.797079,-32.107143,"Lot 1 Howson Road","ONESTEEL TRADING PTY LIMITED"
12,"007519646","VIC","http://www.onesteel.com","Manufacture and distribution of structural steel (beam and pipe), steel plate and merchant bar to the construction, engineering and manufacturing sectors. Processing includes cutting and drilling of product to customer requirements.","535942","3179","50007519646","VIC","00024775","2229","2003/2004","OneSteel Trading Scoresby","Scoresby","Other Structural Metal Product Manufacturing",145.218999,-37.898659,"1257-1259 FERNTREE GULLY RD","ONESTEEL TRADING PTY LIMITED"
12,"007519646","NSW","http://www.onesteel.com","Distributes a wide range of metal products for building/construction/trades customers. Minimal processing with some cutting of product to customer requirements.","495976","2304","50007519646","NSW","943","2229","2003/2004","Steel & Tube Newcastle","Mayfield","Other Structural Metal Product Manufacturing",151.74192,-32.889714,"Industrial Drive","ONESTEEL TRADING PTY LIMITED"
3,"004117828","VIC","http://www.orica.com","PVC compounding","532668","3194","99004117828","VIC","00007634","1912","2000/2001","ORICA AUST P/L","Mentone","Rigid and Semi-Rigid Polymer Product Manufacturing",145.084467,-37.977202,"36-46 SHEARSON CR","ORICA AUST P/L"
18,"000010873","NSW","http://www.libertyonesteel.com","Steel processing/ fabrication and galvanizing. Wire is drawn from rod. Some is cleaned and coated. Some is galvanised and some is fabricated into barbed wire and fencing wire.","489390","2304","59000010873","NSW","459","2291","1999/2000","OneSteel Newcastle Wire Mill","Mayfield","Spring and Wire Product Manufacturing",151.747923,-32.888479,"Ingall Street","ONESTEEL WIRE PTY LIMITED"
18,"000010873","VIC","http://www.onesteel.com","Steel wire drawing and galvanising","524312","3214","59000010873","VIC","00004029","2293","1999/2000","Onesteel Geelong Wiremill","North Shore","Metal Coating and Finishing",144.376783,-38.091873,"MADDEN AV","ONESTEEL WIRE PTY LIMITED"
14,"081106176","WA",null,"Energy conversion - natural gas to electricity","545614","6710","73081106176","WA","WA0676","2611","2003/2004","ONSLOW POWER STATION","Onslow","Fossil Fuel Electricity Generation",115.109167,-21.668889,"ONSLOW RD (ONSLOW SALT SITE)","ONSLOW ELECTRIC POWER PTY LTD"
16,"050159558","WA","https://www.salt.com.au/","Solar Salt Production","543742","6710","26050159558","WA","WA0499","0990","2001/2002","Onslow Salt Minesite","Onslow","Other Non-Metallic Mineral Mining and Quarrying",115.0986,-21.656,"ONSLOW RD","ONSLOW SALT PTY LTD"
9,"088446075","QLD","http://www.feedlot.net.au","Beef cattle Feedlot","512052","4407","76088446075","QLD","Q063ILC012","0143","2003/2004","Opal Creek","Cecil Plains","Beef Cattle Feedlots (Specialised)",151.003333,-27.6775,"281 Dunmore Rd","OPAL CREEK FEEDERS PTY LTD"
10,null,"NSW","http://www.orangensw.gov.au","Water filtration for potable supply, including standard filtation, ozone dosing and biological activated carbon filter","555672","2800","85985402386","NSW","1146","2811","2007/2008","Icely Road Water Filtration Plant","Orange","Water Supply",149.12602,-33.286826,"ICELY ROAD","ORANGE CITY COUNCIL"
19,null,"NSW","http://www.orange.nsw.gov.au","Sewage Treatment Plant - Biological nitrogen removal (activated sludge) plus phosphorus removal via chemical dosing - chlorine disinfection. Large re-use scheme for final effluent (75%). Treated effluent re-use scheme for industry. Biogas re-used to heat boilers on site.","486862","2800","85985402386","NSW","289","2812","1998/1999","Orange Sewage Treatment Plant","Orange","Sewerage and Drainage Services",149.128139,-33.265514,"Phillip Street (East)","ORANGE CITY COUNCIL"
3,null,"WA",null,"Bulk Loading of Nickel-Copper-Cobalt Concentrate and Sugar","546890","6740","16026785781","WA","WA0904","5212","2004/2005","Wyndham Port","Wyndham","Port and Water Transport Terminal Operations",128.108333,-15.453889,"Port of Wyndham,","ORD RIVER DISTRICT COOPERATIVE LTD"
2,"004117828","QLD",null,"Dangerous goods storage depot for bulk ammonium nitrate, ammonium nitrate emulsions and diesel to support bulk explosives deliveries to mines","509324","4721","99004117828","QLD","Q051ORI002","1892","2001/2002","Aspley Creek Explosives Plant","Clermont","Explosive Manufacturing",147.561667,-22.696667,"ASPLEY CREEK EXPLOSIVES PLANT","ORICA AUST P/L"
7,"004117828","VIC",null,"Manufacture of powder coatings by mixing, compounding and milling solid resins, pigments and additives","526022","3168","99004117828","VIC","00004194","1916","2002/2003","Dulux Powder Coatings","Clayton","Paint and Coatings Manufacturing",145.144459,-37.923191,"40-50 SARTON RD","ORICA AUST P/L"
4,"004117828","WA",null,"Dangerous good storage depot for ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosives delivery to mines.","543976","6437","99004117828","WA","WA0519","1892","2001/2002","Leinster Explosives Plant","Leinster","Explosive Manufacturing",120.712222,-27.835556,"Leinster Light Industrial Area","ORICA AUST P/L"
3,"004117828","VIC","http://www.orica.com","Manufacture of chlorine, caustic soda and hydrogen and derivative products.","527356","3013","99004117828","VIC","00004371","1813","1999/2000","ORICA AUST P/L","Yarraville","Basic Inorganic Chemical Manufacturing",144.901713,-37.818179,"281-295 WHITEHALL ST","ORICA AUST P/L"
4,"004117828","VIC",null,"Manufacture of water based latex for the paint industry","533184","3026","99004117828","VIC","00010127","1813","1999/2000","Orica,OCP Resins","Laverton North","Basic Inorganic Chemical Manufacturing",144.783014,-37.836732,"55 FITZGERALD RD","ORICA AUST P/L"
3,"004117828","WA",null,"Dangerous goods storage depot for storage of ammoneum nitrate, ammonium nitrate emulsson and diesel to support bulk explosive delivery to mine","546834","6721","99004117828","WA","WA0896","1892","2004/2005","PORT HEDLAND PLANT","Port Hedland","Explosive Manufacturing",118.653889,-20.393056,"North West Coastal Highway","ORICA AUST P/L"
5,"004117828","WA",null,"Dangerous good storage depot for ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosives delivery to mines","543958","6426","99004117828","WA","WA0517","1892","2001/2002","Southern Cross Explosives Plant","Southern Cross","Explosive Manufacturing",119.334444,-31.245833,"c/- Golden Valley Mine Site","ORICA AUST P/L"
2,"004117828","WA",null,"Dangerous good storage depot for ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosives delivery to mines","543970","6438","99004117828","WA","WA0518","1892","2001/2002","Tarmoola Mine Site Access Road","Leonora","Explosive Manufacturing",121.201944,-28.663333,"27 KM NNW OF","ORICA AUST P/L"
1,null,"WA","http://www.orica.com","Dangerous goods storage depot for ammonium ntrate and ammonium nitrate emulsion to support bulk explosives delivery to mines.","564024","6390","99004117828","WA","WA1158","1892","2008/2009","Boddington Orica Mining Services","Boddington","Explosive Manufacturing",116.3515,-32.735,"c/o Boddington Mine Site","ORICA AUSTRALIA PTY LTD"
5,"004117828","QLD",null,"Dangerous Goods (DG) storage depot for storage of Ammonium Nitrate (AN), Ammonium Nitrate Emulstion (ANE), and diesel to support bulk explosive delivery to mine","509366","4825","99004117828","QLD","Q051ORI007","1892","2004/2005","Century Plant - Orica Mining Services","Via Mt Isa","Explosive Manufacturing",138.625,-18.747222,"Pasminco Century Mine","ORICA AUSTRALIA"
2,"004117828","QLD",null,"Dangerous Goods storage depot for storage of Ammonium Nitrate, Ammonium Nitrate Emulsion and diesel to support bulk explosive delivery to mine.","509352","4824","99004117828","QLD","Q051ORI005","1892","2004/2005","Ernest Henry Plant - Orica Mining Services","Cloncurry","Explosive Manufacturing",140.712671,-20.449134,"Ernest Henry Mine Site","ORICA AUSTRALIA"
4,"004117828","QLD",null,"Dangerous Goods (DG) storage depot for storage of Ammonium Nitrate (AN), Ammonium Nitrate Emulsion (ANE), and diesel to support bulk explosive delivery to mine","509358","4705","99004117828","QLD","Q051ORI006","1892","2004/2005","Foxleigh Plant - Orica Mining Services","Middlemount","Explosive Manufacturing",148.786111,-22.971667,"Foxleigh Mine Site","ORICA AUSTRALIA"
4,"004117828","QLD",null,"Dangerous goods (DG) storage depot for storage of Ammonium Nitrate (AN), Ammonium Nitrate Emulsion (ANE) and diesel to support bulk explosive delivery to mine","509344","4804","99004117828","QLD","Q051ORI004","1892","2004/2005","Newlands Plant - Orica Mining Services","Glenden","Explosive Manufacturing",147.888333,-21.256389,"Newlands Plant","ORICA AUSTRALIA"
1,"004117828","NSW",null,"dangerous goods storage depot for ammonium nitrate and ammonium nitrate emulsion to support bulk explosives delivery to mines. Packaged explosive manufacture.","564980","2850","99004117828","NSW","1237","1892","2008/2009","Ulan Orica Mining Services Plant","Ulan","Explosive Manufacturing",149.75,-32.245,"Mudgee road","ORICA AUSTRALIA"
9,"003529575","NSW",null,"Egg production","483936","2646","50003529575","NSW","1086","0172","2006/2007","Corowa Farm","Corowa","Poultry Farming (Eggs)",146.430699,-35.928474,"Rand and Hopefield Road","PACE FARM PTY LIMITED"
8,"004117828","QLD",null,"Dangerous goods storage depot for bulk ammonium nitrate, ammonium nitrate emulsions and diesel to support bulk explosives deliveries to mines","509330","4715","99004117828","QLD","Q051ORI003","1892","2001/2002","Boundary Hill Explosives Plant","Callide","Explosive Manufacturing",150.485,-24.220556,"ARGOON RD BOUNDARY HILL VIA","ORICA AUSTRALIA PTY LTD"
1,"004117828","QLD","http://www.orica.com","Dangerous goods storage depot for ammonium nitrate and emulsion for mining.","563382","4804","99004117828","QLD","Q038ORI004","1892","2008/2009","Collinsville Orica Mining Services Plant","Collinsville","Explosive Manufacturing",147.769,-20.568,"Scottville Road","ORICA AUSTRALIA PTY LTD"
8,"004117828","QLD",null,"Dangerous goods storage depot for bulk ammonium nitrate, ammonium nitrate emulsions and diesel to support bulk explosives deliveries to mines","509310","4717","99004117828","QLD","Q051ORI001","1892","2001/2002","Curragh Explosives Plant","Blackwater","Explosive Manufacturing",148.843531,-23.49802,"CURRAGH MINE SITE CAPRICORN HWY","ORICA AUSTRALIA PTY LTD"
5,"004117828","WA",null,"Dangerous goods storage depot for storage of ammonium nitrate, ammonium nitrate emulsson & diesel to support bulk explosive delivery to mine.","546826","6639","99004117828","WA","WA0895","1892","2004/2005","MT KEITH PLANT","Sandstone","Explosive Manufacturing",119.493056,-27.504722,"Mt KeIth Mine","ORICA AUSTRALIA PTY LTD"
9,"004117828","NSW","https://www.orica.com","Manufacture of epoxy anchors for the undergroud mining industry","558550","2541","99004117828","NSW","982","1899","2008/2009","Orica Nowra Plant","Nowra","Other Basic Chemical Product Manufacturing n.e.c.",150.581734,-34.903649,"102 Albatross Road","ORICA AUSTRALIA PTY LTD"
16,"004117828","NSW",null,"Dangerous good storage depot for ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosives delivery to mines","492374","2333","99004117828","NSW","663","1892","2001/2002","Orica Bayswater Mining Services Plant","Muswellbrook","Explosive Manufacturing",150.885053,-32.355019,"McArthur Road","ORICA AUSTRALIA PTY LTD"
1,"004117828","QLD","http://www.orica.com","Dangerous goods storage depot for ammonium nitrate and ammonium emulsions to support bulk explosives deliveries to mines.","554046","4743","99004117828","QLD","Q051ORI008","1892","2008/2009","Orica Burton Mining Services Plant","Off North Goonyella Rd Via Glenden","Explosive Manufacturing",148.1726,-21.5886,"c/o Burton Mine","ORICA AUSTRALIA PTY LTD"
19,"004117828","VIC","http://www.orica.com","Manufacture of chemicals","524456","3023","99004117828","VIC","00004043","1812","1998/1999","Orica Deer Park","Deer Park","Basic Organic Chemical Manufacturing",144.775687,-37.778018,"765 BALLARAT RD","ORICA AUSTRALIA PTY LTD"
18,"004117828","WA",null,"Explosives detonation range at remote site","541238","6436","99004117828","WA","WA0286","1892","1999/2000","Orica Explosives Detonation Range","Ularring","Explosive Manufacturing",119.914444,-28.498333,"BULGA DOWNS STATION VIA","ORICA AUSTRALIA PTY LTD"
10,"004117828","WA",null,"Dangerous goods storage depot for storage of ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosive delivery to mine.","546842","6431","99004117828","WA","WA0897","1892","2004/2005","Orica Fimiston Plant","Kalgoorlie","Explosive Manufacturing",121.499167,-30.7525,"Black Street","ORICA AUSTRALIA PTY LTD"
16,"004117828","WA",null,"manufacturing of Package Explosives and ammonium nitrate emulsion.  Dangerous goods storage depot for ammonium nitrate, ammonium nitrate emulsion and diesel to support bulk explosives delivery to mines","543986","6430","99004117828","WA","WA0520","1892","2001/2002","Orica Kalgoorlie Plant","Kalgoorlie","Explosive Manufacturing",121.438611,-30.750278,"GOVT EXPLOSIVES RESERVE PICADILLY ST","ORICA AUSTRALIA PTY LTD"
19,"004275165","VIC",null,"Fibre box manufacturing and printing.","529756","3179","55004275165","VIC","00004768","1510","1998/1999","Orora Fibre Packaging","Scoresby","Pulp, Paper and Paperboard Manufacturing",145.233724,-37.901134,"1420 FERNTREE GULLY RD","ORORA LIMITED"
1,"004117828","WA",null,"Dangerous goods storage depot for ammonium nitrate and ammonium nitrate emulsions to support bulk explosives deliveries","555400","6442","99004117828","WA","WA1074","1892","2007/2008","Orica Kambalda Mining Services Plant","Kambalda","Explosive Manufacturing",121.7756,-31.3167,"C/O  St Ives Mine Site ","ORICA AUSTRALIA PTY LTD"
18,"004117828","NSW","http://www.orica.com","Chemical and fertiliser manufacturing","488406","2304","99004117828","NSW","395","1831","1999/2000","Orica Kooragang Island Site","Kooragang Island","Fertiliser Manufacturing",151.777447,-32.897286,"15 Greenleaf Road","ORICA AUSTRALIA PTY LTD"
